batman,bowler,0,1,2,3,4,6,notout,balls
MK Tiwary,P Kumar,0.6666666667,0.6666666667,1,1,1,1,1,3
KD Karthik,RD Chahar,0.3333333333,1,1,1,1,1,1,3
SK Raina,RD Chahar,0,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,3
SA Yadav,A Nehra,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
MC Henriques,SP Narine,0.3333333333,0.6666666667,1,1,1,1,1,3
MC Henriques,Kuldeep Yadav,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
Yuvraj Singh,Kuldeep Yadav,0.3333333333,1,1,1,1,1,1,3
MC Henriques,CR Woakes,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
SV Samson,AR Patel,0.3333333333,1,1,1,1,1,1,3
SV Samson,KC Cariappa,0.6666666667,1,1,1,1,1,0.6666666667,3
KK Nair,VR Aaron,1,1,1,1,1,1,0.6666666667,3
SS Iyer,MM Sharma,0.6666666667,1,1,1,1,1,0.6666666667,3
RR Pant,AR Patel,0.3333333333,1,1,1,1,1,1,3
RR Pant,GJ Maxwell,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
CH Morris,VR Aaron,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
CJ Anderson,MM Sharma,0.6666666667,1,1,1,1,1,1,3
WP Saha,S Nadeem,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
EJG Morgan,S Nadeem,0.6666666667,1,1,1,1,1,1,3
MM Sharma,CH Morris,0.3333333333,0.6666666667,1,1,1,1,1,3
MM Sharma,PJ Cummins,0.6666666667,1,1,1,1,1,0.6666666667,3
DR Smith,MJ McClenaghan,1,1,1,1,1,1,0.6666666667,3
JJ Roy,SL Malinga,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
JJ Roy,JJ Bumrah,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
JC Buttler,P Kumar,1,1,1,1,1,1,1,3
JC Buttler,AJ Tye,0.3333333333,1,1,1,1,1,1,3
RG Sharma,P Kumar,0,0,0.6666666667,0.6666666667,1,1,1,3
DT Christian,S Aravind,0.6666666667,1,1,1,1,1,0.6666666667,3
AB de Villiers,SN Thakur,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
SR Watson,BA Stokes,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
STR Binny,DT Christian,0,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,1,3
P Negi,SN Thakur,0.3333333333,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
AF Milne,JD Unadkat,0,1,1,1,1,1,1,3
S Aravind,BA Stokes,0.6666666667,1,1,1,1,1,1,3
SW Billings,CR Woakes,0,1,1,1,1,1,1,3
SW Billings,Kuldeep Yadav,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
PJ Cummins,NM Coulter-Nile,0.3333333333,1,1,1,1,1,1,3
YK Pathan,PJ Cummins,0,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
SA Yadav,CH Morris,0,1,1,1,1,1,1,3
Mohammad Nabi,Sandeep Sharma,0.6666666667,0.6666666667,1,1,1,1,0.6666666667,3
EJG Morgan,Mohammad Nabi,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
DA Miller,Mohammad Nabi,0.6666666667,1,1,1,1,1,1,3
DA Miller,Rashid Khan,1,1,1,1,1,1,0.6666666667,3
AR Patel,MC Henriques,0.6666666667,1,1,1,1,1,0.6666666667,3
MM Sharma,BB Sran,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
KC Cariappa,B Kumar,1,1,1,1,1,1,0.6666666667,3
I Sharma,B Kumar,0.3333333333,1,1,1,1,1,1,3
Sandeep Sharma,S Kaul,0.3333333333,0.6666666667,1,1,1,1,1,3
I Sharma,S Kaul,1,1,1,1,1,1,0.6666666667,3
AJ Finch,SR Watson,0,1,1,1,1,1,1,3
RA Jadeja,AF Milne,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
SS Iyer,Mohammed Siraj,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AD Mathews,Mohammed Siraj,0.6666666667,1,1,1,1,1,1,3
HH Pandya,I Sharma,0,0,0,0,0.6666666667,1,1,3
YK Pathan,P Kumar,0,0,0.3333333333,0.3333333333,1,1,1,3
AJ Finch,NM Coulter-Nile,1,1,1,1,1,1,0.6666666667,3
SK Raina,Shakib Al Hasan,0.3333333333,1,1,1,1,1,1,3
Ishan Kishan,NM Coulter-Nile,0.6666666667,1,1,1,1,1,1,3
JC Buttler,CH Morris,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,1,3
RG Sharma,A Mishra,0.3333333333,0.6666666667,0.6666666667,1,1,1,0.6666666667,3
KH Pandya,A Mishra,1,1,1,1,1,1,0.6666666667,3
MG Johnson,CH Morris,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,1,1,3
PJ Cummins,HH Pandya,0.6666666667,1,1,1,1,1,1,3
S Dhawan,DT Christian,0.6666666667,1,1,1,1,1,1,3
MK Tiwary,S Kaul,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AR Patel,RA Jadeja,0.3333333333,1,1,1,1,1,1,3
MP Stoinis,Basil Thampi,0.6666666667,1,1,1,1,1,1,3
RA Jadeja,AR Patel,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
RA Jadeja,KC Cariappa,0.3333333333,0.6666666667,1,1,1,1,0.6666666667,3
AJ Tye,KC Cariappa,0.3333333333,1,1,1,1,1,1,3
AJ Tye,MM Sharma,0.3333333333,0.6666666667,1,1,1,1,1,3
SA Yadav,S Badree,0.6666666667,1,1,1,1,1,1,3
SA Yadav,P Negi,0.3333333333,1,1,1,1,1,0.6666666667,3
CR Woakes,TS Mills,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
NM Coulter-Nile,P Negi,0.6666666667,1,1,1,1,1,0.6666666667,3
Kuldeep Yadav,S Aravind,1,1,1,1,1,1,0.6666666667,3
CH Gayle,CR Woakes,1,1,1,1,1,1,0.6666666667,3
STR Binny,CR Woakes,1,1,1,1,1,1,0.6666666667,3
S Badree,CR Woakes,1,1,1,1,1,1,0.6666666667,3
P Negi,C de Grandhomme,0.6666666667,0.6666666667,1,1,1,1,0.6666666667,3
S Aravind,CR Woakes,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
MS Dhoni,Harbhajan Singh,0.3333333333,1,1,1,1,1,1,3
BA Stokes,MG Johnson,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
DT Christian,JJ Bumrah,0.3333333333,0.3333333333,1,1,1,1,1,3
JC Buttler,SN Thakur,0,0,0.3333333333,0.3333333333,1,1,1,3
N Rana,Washington Sundar,0.3333333333,1,1,1,1,1,1,3
RG Sharma,DT Christian,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
KA Pollard,SN Thakur,0.3333333333,1,1,1,1,1,1,3
RA Tripathi,PP Chawla,0.6666666667,1,1,1,1,1,0.6666666667,3
G Gambhir,RA Tripathi,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
RV Uthappa,RA Tripathi,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
Mandeep Singh,Ankit Soni,0.6666666667,1,1,1,1,1,0.6666666667,3
A Choudhary,AJ Tye,0.3333333333,1,1,1,1,1,1,3
SK Raina,S Badree,0.6666666667,1,1,1,1,1,1,3
SK Raina,A Choudhary,0.3333333333,1,1,1,1,1,1,3
SK Raina,P Negi,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
CH Morris,Kuldeep Yadav,0,0.6666666667,1,1,1,1,1,3
CJ Anderson,Kuldeep Yadav,0.3333333333,1,1,1,1,1,1,3
AR Bawne,NM Coulter-Nile,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
SP Narine,Z Khan,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
KS Williamson,GJ Maxwell,0,1,1,1,1,1,1,3
MC Henriques,GJ Maxwell,0.3333333333,0.6666666667,1,1,1,1,1,3
AR Patel,S Kaul,0.3333333333,0.6666666667,1,1,1,1,0.6666666667,3
Anureet Singh,S Kaul,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AB de Villiers,LH Ferguson,0.6666666667,1,1,1,1,1,0.6666666667,3
P Negi,Washington Sundar,0.3333333333,1,1,1,1,1,1,3
S Aravind,DT Christian,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
Ishan Kishan,KH Pandya,0.3333333333,1,1,1,1,1,1,3
KD Karthik,Harbhajan Singh,0.3333333333,1,1,1,1,1,1,3
RA Jadeja,Harbhajan Singh,0.3333333333,1,1,1,1,1,1,3
JC Buttler,Ankit Soni,0.6666666667,1,1,1,1,1,1,3
PA Patel,RA Jadeja,0,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
HH Pandya,Basil Thampi,0.3333333333,1,1,1,1,1,0.6666666667,3
SS Iyer,Sandeep Sharma,0.6666666667,1,1,1,1,1,0.6666666667,3
CH Morris,AR Patel,0.6666666667,1,1,1,1,1,0.6666666667,3
Mohammed Shami,VR Aaron,0.6666666667,1,1,1,1,1,0.6666666667,3
S Dhawan,NM Coulter-Nile,0.6666666667,1,1,1,1,1,1,3
KS Williamson,Kuldeep Yadav,0.3333333333,1,1,1,1,1,1,3
CR Woakes,S Kaul,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
C de Grandhomme,S Kaul,0.6666666667,1,1,1,1,1,0.6666666667,3
Mandeep Singh,HH Pandya,0.3333333333,0.6666666667,1,1,1,1,1,3
KM Jadhav,KV Sharma,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
SR Watson,JJ Bumrah,0.6666666667,1,1,1,1,1,0.6666666667,3
KM Jadhav,SL Malinga,0,0.6666666667,1,1,1,1,1,3
N Rana,AF Milne,0.3333333333,0.6666666667,1,1,1,1,1,3
JC Buttler,S Aravind,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
KA Pollard,AF Milne,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
RG Sharma,AF Milne,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
HH Pandya,SR Watson,0,1,1,1,1,1,1,3
BB McCullum,DT Christian,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
RA Jadeja,DT Christian,0.3333333333,0.6666666667,1,1,1,1,0.6666666667,3
JP Faulkner,DT Christian,0,0.6666666667,1,1,1,1,1,3
Basil Thampi,BA Stokes,0.6666666667,1,1,1,1,1,1,3
DT Christian,Basil Thampi,0,1,1,1,1,1,1,3
DT Christian,PJ Sangwan,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
Yuvraj Singh,J Yadav,0.3333333333,1,1,1,1,1,1,3
CJ Anderson,Rashid Khan,0.3333333333,1,1,1,1,1,1,3
CH Morris,Mohammed Siraj,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
CH Morris,S Kaul,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
YK Pathan,Imran Tahir,0.6666666667,1,1,1,1,1,0.6666666667,3
C de Grandhomme,BA Stokes,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
MK Pandey,BA Stokes,0.3333333333,1,1,1,1,1,1,3
MK Tiwary,SP Narine,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
MS Dhoni,UT Yadav,0,1,1,1,1,1,1,3
KD Karthik,MN Samuels,0.3333333333,1,1,1,1,1,1,3
Ishan Kishan,CJ Anderson,0.3333333333,1,1,1,1,1,1,3
SV Samson,SK Raina,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
CJ Anderson,JP Faulkner,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
HM Amla,A Choudhary,0.6666666667,1,1,1,1,1,0.6666666667,3
M Vohra,YS Chahal,0.6666666667,1,1,1,1,1,0.6666666667,3
WP Saha,A Choudhary,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AR Patel,A Choudhary,0,0.3333333333,1,1,1,1,1,3
MM Sharma,SR Watson,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
RA Tripathi,A Nehra,1,1,1,1,1,1,0.6666666667,3
SPD Smith,A Nehra,0.6666666667,1,1,1,1,1,1,3
SPD Smith,B Kumar,0,1,1,1,1,1,1,3
Washington Sundar,S Kaul,0.6666666667,1,1,1,1,1,1,3
NV Ojha,DT Christian,0.3333333333,1,1,1,1,1,1,3
NV Ojha,Imran Tahir,1,1,1,1,1,1,1,3
NV Ojha,JD Unadkat,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
Rashid Khan,BA Stokes,0.3333333333,0.6666666667,1,1,1,1,1,3
SS Iyer,SL Malinga,0.6666666667,1,1,1,1,1,0.6666666667,3
KK Nair,JJ Bumrah,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
PJ Cummins,KV Sharma,0.3333333333,0.6666666667,1,1,1,1,1,3
K Rabada,KV Sharma,1,1,1,1,1,1,0.6666666667,3
Mohammed Shami,Harbhajan Singh,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
AB de Villiers,SP Narine,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
KM Jadhav,SP Narine,0.6666666667,1,1,1,1,1,1,3
G Gambhir,A Choudhary,0.3333333333,1,1,1,1,1,1,3
G Gambhir,S Badree,0.3333333333,1,1,1,1,1,1,3
C de Grandhomme,S Badree,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
MK Pandey,P Negi,0,0.6666666667,1,1,1,1,1,3
GJ Maxwell,JP Faulkner,0.3333333333,1,1,1,1,1,1,3
DR Smith,GJ Maxwell,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
RA Jadeja,VR Aaron,0,0.3333333333,1,1,1,1,1,3
RA Jadeja,T Natarajan,0.6666666667,1,1,1,1,1,1,3
LMP Simmons,B Kumar,0.6666666667,1,1,1,1,1,1,3
PA Patel,Mohammed Siraj,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
KA Pollard,Mohammed Siraj,0.6666666667,1,1,1,1,1,1,3
V Shankar,MJ McClenaghan,0,1,1,1,1,1,1,3
M Vohra,C de Grandhomme,0.3333333333,1,1,1,1,1,1,3
MJ Guptill,C de Grandhomme,0.6666666667,1,1,1,1,1,1,3
SE Marsh,C de Grandhomme,0.3333333333,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
AR Patel,Kuldeep Yadav,0.3333333333,1,1,1,1,1,1,3
G Gambhir,Swapnil Singh,0,1,1,1,1,1,1,3
CR Woakes,MM Sharma,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
C de Grandhomme,Sandeep Sharma,0,0.6666666667,1,1,1,1,1,3
CR Woakes,Sandeep Sharma,0.6666666667,1,1,1,1,1,1,3
Ishan Kishan,A Mishra,0.3333333333,0.3333333333,0.6666666667,0.6666666667,1,1,0.6666666667,3
JP Faulkner,Mohammed Shami,0.3333333333,0.6666666667,1,1,1,1,1,3
KK Nair,DS Kulkarni,0.3333333333,1,1,1,1,1,1,3
SS Iyer,DR Smith,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
KK Nair,DR Smith,0,0,0,0,1,1,1,3
KK Nair,RA Jadeja,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
CJ Anderson,RA Jadeja,0.6666666667,1,1,1,1,1,1,3
CR Brathwaite,DS Kulkarni,0.6666666667,1,1,1,1,1,0.6666666667,3
PJ Cummins,PJ Sangwan,0.3333333333,0.3333333333,0.3333333333,0.3333333333,1,1,1,3
MJ Guptill,SL Malinga,0,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,3
MJ Guptill,KV Sharma,0.3333333333,0.3333333333,0.3333333333,0.3333333333,1,1,0.6666666667,3
LMP Simmons,GJ Maxwell,0.6666666667,1,1,1,1,1,0.6666666667,3
RG Sharma,R Tewatia,0.6666666667,1,1,1,1,1,0.6666666667,3
HH Pandya,MJ Henry,0,0.3333333333,0.3333333333,0.3333333333,0.3333333333,1,1,3
Harbhajan Singh,Sandeep Sharma,0.6666666667,1,1,1,1,1,1,3
SS Iyer,SN Thakur,0.6666666667,0.6666666667,0.6666666667,1,1,1,1,3
BA Stokes,A Mishra,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
BA Stokes,Z Khan,0,1,1,1,1,1,1,3
MK Tiwary,CJ Anderson,0.6666666667,1,1,1,1,1,1,3
Washington Sundar,Mohammed Shami,0,0.3333333333,1,1,1,1,1,3
DR Smith,S Kaul,0,1,1,1,1,1,1,3
SK Raina,Mohammed Siraj,0.6666666667,1,1,1,1,1,0.6666666667,3
JP Faulkner,S Kaul,0.6666666667,1,1,1,1,1,1,3
JP Faulkner,Mohammed Siraj,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,0.6666666667,3
Ankit Soni,B Kumar,1,1,1,1,1,1,1,3
Ankit Soni,S Kaul,1,1,1,1,1,1,0.6666666667,3
G Gambhir,TG Southee,0.6666666667,1,1,1,1,1,1,3
UT Yadav,HH Pandya,0,1,1,1,1,1,1,3
TA Boult,TG Southee,0.6666666667,0.6666666667,1,1,1,1,1,3
EJG Morgan,SN Thakur,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
AM Rahane,Swapnil Singh,0,0.6666666667,1,1,1,1,1,3
SPD Smith,Swapnil Singh,0.3333333333,1,1,1,1,1,1,3
Vishnu Vinod,PJ Cummins,0.6666666667,1,1,1,1,1,0.6666666667,3
CH Gayle,A Mishra,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
KM Jadhav,Mohammed Shami,0.6666666667,1,1,1,1,1,0.6666666667,3
RR Pant,Avesh Khan,0.3333333333,1,1,1,1,1,1,3
PJ Cummins,TM Head,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.6666666667,3
Mohammed Shami,P Negi,0.6666666667,1,1,1,1,1,0.6666666667,3
MK Tiwary,HH Pandya,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,3
MJ McClenaghan,DT Christian,0.3333333333,1,1,1,1,1,1,3
V Shankar,TA Boult,0,0.6666666667,0.6666666667,0.6666666667,1,1,1,3
G Gambhir,CJ Jordan,0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,3
IR Jaggi,Rashid Khan,0.3333333333,1,1,1,1,1,1,3
SP Narine,MG Johnson,0.3333333333,1,1,1,1,1,1,3
SP Narine,KV Sharma,1,1,1,1,1,1,0.6666666667,3
SA Yadav,KV Sharma,0,1,1,1,1,1,1,3
IR Jaggi,MG Johnson,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,1,1,3
AS Rajpoot,SL Malinga,1,1,1,1,1,1,0.6666666667,3
LMP Simmons,UT Yadav,0.3333333333,0.6666666667,1,1,1,1,1,3
LMP Simmons,PP Chawla,1,1,1,1,1,1,0.6666666667,3
KA Pollard,NM Coulter-Nile,0.6666666667,0.6666666667,1,1,1,1,1,3
HH Pandya,Washington Sundar,1,1,1,1,1,1,1,3
MG Johnson,JD Unadkat,0,1,1,1,1,1,1,3
RA Tripathi,KH Pandya,0.6666666667,1,1,1,1,1,1,3
MS Dhoni,SL Malinga,0.3333333333,1,1,1,1,1,1,3
S Dhawan,S Aravind,0,1,1,1,1,1,1,2
MC Henriques,STR Binny,0,1,1,1,1,1,1,2
S Dhawan,STR Binny,0.5,0.5,0.5,0.5,1,1,0.5,2
Yuvraj Singh,STR Binny,0,0,1,1,1,1,1,2
Yuvraj Singh,YS Chahal,0,1,1,1,1,1,1,2
DJ Hooda,YS Chahal,0,1,1,1,1,1,1,2
TM Head,DJ Hooda,0.5,1,1,1,1,1,1,2
KM Jadhav,Rashid Khan,0,0.5,0.5,0.5,1,1,1,2
TM Head,BCJ Cutting,0,1,1,1,1,1,1,2
TM Head,A Nehra,0,1,1,1,1,1,1,2
SR Watson,Bipul Sharma,0,1,1,1,1,1,1,2
STR Binny,B Kumar,0.5,1,1,1,1,1,0.5,2
YS Chahal,A Nehra,1,1,1,1,1,1,1,2
YS Chahal,BCJ Cutting,0.5,1,1,1,1,1,1,2
A Choudhary,BCJ Cutting,0.5,0.5,0.5,0.5,0.5,1,0.5,2
PA Patel,Imran Tahir,0.5,0.5,0.5,0.5,1,1,0.5,2
JC Buttler,Imran Tahir,0.5,1,1,1,1,1,0.5,2
KA Pollard,R Bhatia,0,1,1,1,1,1,1,2
BA Stokes,HH Pandya,0.5,0.5,0.5,0.5,1,1,0.5,2
MS Dhoni,KA Pollard,0,1,1,1,1,1,1,2
SK Raina,YK Pathan,0,1,1,1,1,1,1,2
SPD Smith,MP Stoinis,1,1,1,1,1,1,0.5,2
MK Tiwary,Swapnil Singh,0,1,1,1,1,1,1,2
MK Tiwary,MP Stoinis,0,0.5,0.5,0.5,1,1,1,2
DT Christian,AR Patel,0.5,1,1,1,1,1,1,2
DT Christian,MM Sharma,0,1,1,1,1,1,1,2
MK Tiwary,Sandeep Sharma,0,1,1,1,1,1,1,2
GJ Maxwell,R Bhatia,0.5,0.5,0.5,0.5,1,1,1,2
Mandeep Singh,S Nadeem,1,1,1,1,1,1,1,2
Vishnu Vinod,CR Brathwaite,0,1,1,1,1,1,1,2
AP Tare,YS Chahal,0,1,1,1,1,1,1,2
KK Nair,TS Mills,0.5,0.5,0.5,0.5,1,1,1,2
SV Samson,Iqbal Abdulla,0,1,1,1,1,1,1,2
RR Pant,B Stanlake,0.5,1,1,1,1,1,1,2
CH Morris,SR Watson,0,1,1,1,1,1,1,2
CH Morris,Iqbal Abdulla,0.5,1,1,1,1,1,0.5,2
CR Brathwaite,YS Chahal,1,1,1,1,1,1,0.5,2
PJ Cummins,SR Watson,0.5,0.5,0.5,0.5,1,1,0.5,2
Z Khan,P Negi,0,1,1,1,1,1,1,2
BB McCullum,A Nehra,1,1,1,1,1,1,1,2
SK Raina,B Kumar,0,1,1,1,1,1,1,2
SK Raina,A Nehra,0.5,1,1,1,1,1,1,2
KD Karthik,MC Henriques,0,1,1,1,1,1,1,2
DS Kulkarni,A Nehra,0.5,1,1,1,1,1,0.5,2
P Kumar,A Nehra,0,1,1,1,1,1,1,2
P Kumar,BCJ Cutting,0,1,1,1,1,1,1,2
G Gambhir,MJ McClenaghan,0.5,0.5,0.5,0.5,1,1,1,2
G Gambhir,KH Pandya,1,1,1,1,1,1,0.5,2
HH Pandya,CR Woakes,0,0.5,0.5,0.5,1,1,1,2
HH Pandya,AS Rajpoot,0,0.5,0.5,0.5,0.5,1,1,2
Vishnu Vinod,AR Patel,0.5,1,1,1,1,1,1,2
AB de Villiers,T Natarajan,0.5,1,1,1,1,1,1,2
STR Binny,MP Stoinis,0,1,1,1,1,1,1,2
M Vohra,Iqbal Abdulla,0.5,1,1,1,1,1,1,2
HM Amla,P Negi,0,1,1,1,1,1,1,2
CJ Anderson,Imran Tahir,0.5,1,1,1,1,1,1,2
AM Rahane,PJ Cummins,0,1,1,1,1,1,1,2
F du Plessis,CH Morris,0,1,1,1,1,1,1,2
F du Plessis,Z Khan,0,0.5,0.5,0.5,1,1,1,2
AB Dinda,A Mishra,0,1,1,1,1,1,1,2
Imran Tahir,A Mishra,1,1,1,1,1,1,1,2
NV Ojha,HH Pandya,0.5,1,1,1,1,1,1,2
BCJ Cutting,HH Pandya,0.5,1,1,1,1,1,1,2
Rashid Khan,SL Malinga,0.5,1,1,1,1,1,1,2
Rashid Khan,JJ Bumrah,0.5,1,1,1,1,1,0.5,2
RG Sharma,A Nehra,0.5,0.5,0.5,1,1,1,1,2
HM Amla,UT Yadav,0,1,1,1,1,1,1,2
DA Miller,PP Chawla,0,1,1,1,1,1,1,2
DA Miller,TA Boult,0,1,1,1,1,1,1,2
MM Sharma,CR Woakes,1,1,1,1,1,1,0.5,2
RV Uthappa,VR Aaron,1,1,1,1,1,1,1,2
MK Pandey,MP Stoinis,0.5,0.5,0.5,0.5,0.5,1,1,2
JC Buttler,STR Binny,0.5,1,1,1,1,1,0.5,2
BA Stokes,AJ Tye,1,1,1,1,1,1,0.5,2
SPD Smith,DR Smith,0.5,0.5,1,1,1,1,0.5,2
MK Tiwary,SK Raina,0,1,1,1,1,1,1,2
Ankit Sharma,Basil Thampi,0,0.5,1,1,1,1,1,2
RD Chahar,AJ Tye,0,0.5,1,1,1,1,1,2
SK Raina,LH Ferguson,0,1,1,1,1,1,1,2
AJ Finch,BA Stokes,0.5,1,1,1,1,1,1,2
AJ Finch,SN Thakur,0,1,1,1,1,1,1,2
MK Pandey,A Nehra,0,0.5,0.5,0.5,1,1,1,2
YK Pathan,BCJ Cutting,0,1,1,1,1,1,1,2
YK Pathan,Bipul Sharma,0.5,0.5,0.5,0.5,1,1,1,2
CJ Anderson,KC Cariappa,0.5,1,1,1,1,1,1,2
CH Morris,Sandeep Sharma,0.5,1,1,1,1,1,0.5,2
M Vohra,S Nadeem,0.5,0.5,1,1,1,1,0.5,2
WP Saha,Z Khan,0,1,1,1,1,1,1,2
EJG Morgan,A Mishra,0.5,1,1,1,1,1,1,2
GJ Maxwell,A Mishra,1,1,1,1,1,1,0.5,2
AR Patel,PJ Cummins,0,1,1,1,1,1,1,2
Sandeep Sharma,CH Morris,0,1,1,1,1,1,1,2
SK Raina,MJ McClenaghan,0,1,1,1,1,1,1,2
PA Patel,P Kumar,1,1,1,1,1,1,0.5,2
RG Sharma,DR Smith,0.5,1,1,1,1,1,1,2
RA Tripathi,SR Watson,0.5,1,1,1,1,1,1,2
AM Rahane,S Aravind,0,1,1,1,1,1,1,2
BA Stokes,S Aravind,0,1,1,1,1,1,1,2
Mandeep Singh,JD Unadkat,1,1,1,1,1,1,1,2
V Kohli,BA Stokes,0.5,1,1,1,1,1,0.5,2
SR Watson,DT Christian,0,1,1,1,1,1,1,2
SR Watson,JD Unadkat,0,1,1,1,1,1,1,2
STR Binny,BA Stokes,0,0.5,0.5,0.5,1,1,1,2
STR Binny,SN Thakur,0.5,1,1,1,1,1,0.5,2
YS Chahal,BA Stokes,0.5,1,1,1,1,1,1,2
SW Billings,NM Coulter-Nile,0.5,1,1,1,1,1,0.5,2
SW Billings,UT Yadav,0,0.5,0.5,0.5,1,1,1,2
KK Nair,C de Grandhomme,0,1,1,1,1,1,1,2
AD Mathews,Kuldeep Yadav,0.5,1,1,1,1,1,1,2
AD Mathews,SP Narine,1,1,1,1,1,1,0.5,2
C de Grandhomme,Z Khan,0.5,1,1,1,1,1,0.5,2
CR Woakes,CH Morris,0,1,1,1,1,1,1,2
CR Woakes,A Mishra,1,1,1,1,1,1,0.5,2
NV Ojha,Sandeep Sharma,0,0,0.5,1,1,1,1,2
AR Patel,Rashid Khan,0,1,1,1,1,1,1,2
KC Cariappa,S Kaul,0.5,1,1,1,1,1,1,2
Sandeep Sharma,B Kumar,0,1,1,1,1,1,1,2
V Kohli,DR Smith,0,1,1,1,1,1,1,2
TM Head,S Kaushik,0,0.5,0.5,0.5,0.5,1,1,2
TM Head,AJ Tye,0.5,1,1,1,1,1,0.5,2
DR Smith,P Negi,0.5,1,1,1,1,1,1,2
DR Smith,YS Chahal,1,1,1,1,1,1,0.5,2
KD Karthik,P Negi,1,1,1,1,1,1,1,2
